inter core latency
169979,  19.8,  30.8,  32.1,  31.6,  33.1,  33.4,  33.4,  32.8,
185364,  19.8,  30.7,  32.1,  31.6,  33.2,  33.5,  33.4,  32.9,
202141,  19.7,  30.4,  32.1,  31.6,  33.1,  33.6,  33.5,  33.3,
220436,  19.7,  30.5,  32.1,  31.5,  33.2,  33.5,  33.5,  33.4,
240387,  19.8,  30.6,  32.0,  31.6,  33.2,  33.5,  33.5,  33.4,
262144,  19.9,  30.4,  32.0,  31.7,  33.1,  33.5,  33.5,  33.4,

write
     4,  33.2,  95.3, 131.9, 179.6, 227.2, 274.9, 322.5, 370.1,
     4,  47.6,  95.3, 142.9, 181.0, 238.2, 285.8, 333.5, 381.1,
     5,  47.6,  95.3, 142.9, 190.5, 238.2, 285.8, 333.5, 381.1,
     5,  47.6,  85.7, 133.4, 181.0, 238.2, 285.8, 333.5, 381.1,
     6,  47.6,  95.3, 133.4, 181.0, 238.2, 285.8, 333.5, 381.1,
     6,  47.6,  85.7, 133.4, 181.0, 238.2, 285.8, 333.5, 381.1,
     7,  47.2,  85.7, 133.4, 181.0, 238.2, 285.8, 333.5, 381.1,
     7,  47.2,  85.7, 133.4, 181.0, 238.2, 285.8, 333.5, 381.1,
     8,  47.3,  85.7, 133.4, 181.0, 238.2, 285.8, 333.5, 381.1,
     9,  47.3,  85.7, 133.4, 181.0, 238.2, 285.8, 333.4, 381.1,
    10,  47.3,  85.7, 133.4, 181.0, 238.2, 285.8, 333.4, 381.1,
    10,  47.3,  85.7, 133.4, 181.0, 238.2, 285.8, 333.4, 381.1,
    11,  47.3,  95.2, 142.9, 190.5, 238.2, 285.8, 333.4, 381.1,
    12,  47.5,  85.7, 133.4, 190.5, 228.6, 285.8, 333.5, 381.1,
    13,  47.5,  94.8, 142.9, 181.0, 238.2, 285.8, 333.5, 381.1,
    15,  47.5,  94.1, 142.9, 181.0, 238.2, 285.8, 333.5, 381.1,
    16,  47.5,  94.7, 142.9, 190.5, 238.2, 285.8, 333.4, 381.1,
    17,  47.5,  85.4, 133.3, 181.0, 238.2, 285.8, 333.4, 381.1,
    19,  47.5,  85.2, 133.4, 181.0, 238.2, 285.8, 333.4, 381.1,
    21,  47.5,  85.3, 121.4, 181.0, 238.2, 285.8, 333.4, 381.1,
    23,  47.5,  94.5, 141.7, 190.5, 238.1, 285.8, 333.4, 381.1,
    25,  47.5,  85.4, 133.1, 181.0, 238.1, 285.8, 333.5, 381.1,
    27,  47.4,  85.4, 123.5, 170.2, 238.1, 285.8, 333.5, 381.1,
    29,  47.6,  94.9, 132.5, 166.3, 238.1, 285.8, 333.4, 381.1,
    32,  47.3,  95.0, 132.6, 179.9, 238.1, 285.7, 333.4, 381.1,
    35,  46.4,  95.0, 142.0, 189.9, 193.9, 285.7, 333.4, 381.0,
    38,  46.2,  85.5, 132.9, 172.3, 209.2, 285.8, 333.4, 381.0,
    41,  46.1,  85.5, 132.9, 172.5, 237.6, 207.3, 333.4, 381.0,
    45,  46.2,  85.5, 127.4, 173.2, 225.6, 256.4, 333.4, 381.0,
    49,  46.1,  85.4, 127.3, 174.1, 196.7, 284.9, 246.8, 381.0,
    54,  46.0,  85.6, 128.3, 174.5, 198.1, 272.5, 303.6, 327.5,
    59,  46.4,  90.7, 136.5, 171.8, 199.2, 236.8, 333.1, 317.1,
    64,  46.1,  88.0, 136.7, 166.3, 200.7, 237.8, 275.6, 378.8,
    70,  46.2,  89.4, 129.3, 167.3, 192.4, 208.4, 274.7, 340.4,
    76,  46.2,  89.2, 137.9, 167.5, 194.6, 211.5, 276.2, 282.9,
    83,  46.1,  81.2, 130.0, 169.2, 197.4, 233.5, 249.9, 305.6,
    91,  46.2,  89.6, 132.5, 177.3, 200.1, 235.2, 251.6, 309.3,
    99,  46.2,  81.4, 125.5, 170.9, 200.4, 239.4, 270.9, 314.7,
   108,  46.3,  81.7, 123.9, 171.5, 203.6, 242.2, 274.5, 295.8,
   117,  46.6,  90.4, 124.2, 166.1, 205.9, 221.7, 252.7, 305.7,
   128,  46.2,  81.8, 125.3, 158.0, 208.0, 239.3, 278.9, 307.4,
   140,  46.4,  90.6, 133.9, 175.5, 205.3, 247.9, 261.9, 313.2,
   152,  46.0,  82.1, 125.6, 167.2, 207.9, 250.8, 285.5, 319.6,
   166,  46.2,  82.3, 134.3, 175.8, 208.7, 251.9, 289.9, 320.3,
   181,  46.4,  91.0, 134.7, 177.1, 211.2, 226.4, 293.4, 323.1,
   197,  46.1,  91.3, 135.4, 178.1, 212.4, 257.1, 286.1, 309.9,
   215,  46.3,  91.5, 134.9, 178.7, 210.3, 240.6, 292.5, 309.9,
   235,  46.4,  82.7, 126.8, 170.2, 215.2, 255.1, 300.4, 312.7,
   256,  46.1,  82.7, 127.5, 170.4, 216.5, 245.7, 297.6, 318.1,
   279,  46.4,  82.9, 127.3, 170.6, 217.5, 259.0, 299.4, 341.4,
   304,  46.5,  91.9, 136.1, 172.0, 218.8, 260.4, 301.1, 341.9,
   332,  46.2,  82.9, 127.8, 172.4, 219.5, 261.3, 302.2, 344.6,
   362,  46.2,  92.1, 136.7, 172.2, 220.7, 263.5, 305.0, 334.9,
   395,  46.1,  82.9, 128.1, 172.3, 221.3, 262.9, 306.1, 347.6,
   431,  45.8,  91.7, 131.9, 172.3, 221.9, 265.3, 308.1, 349.3,
   470,  45.6,  82.8, 127.6, 173.0, 222.3, 265.7, 308.5, 352.9,
   512,  45.0,  91.9, 137.7, 173.6, 223.3, 267.0, 309.0, 351.1,
   558,  44.4,  83.5, 128.7, 182.8, 225.2, 268.9, 312.3, 355.2,
   609,  44.2,  83.4, 129.1, 174.6, 226.3, 270.3, 306.4, 356.5,
   664,  44.7,  92.6, 129.1, 174.8, 226.8, 273.7, 313.7, 357.5,
   724,  45.5,  92.7, 138.1, 174.8, 226.8, 274.6, 311.8, 358.0,
   790,  45.7,  83.1, 129.2, 174.2, 226.5, 274.4, 318.4, 359.5,
   861,  46.0,  83.0, 129.5, 174.8, 227.7, 270.6, 318.5, 359.7,
   939,  46.2,  91.6, 138.8, 175.3, 227.2, 271.8, 319.5, 364.4,
  1024,  46.1,  90.9, 129.3, 174.6, 227.7, 273.0, 316.8, 362.8,
  1117,  46.2,  87.9, 129.9, 175.2, 226.0, 273.3, 317.6, 361.8,
  1218,  46.2,  79.5, 128.8, 175.2, 227.6, 273.4, 318.6, 361.9,
  1328,  45.9,  88.9, 138.6, 184.6, 227.8, 274.2, 319.8, 363.5,
  1448,  46.0,  89.8, 137.6, 175.1, 229.1, 273.8, 320.0, 365.2,
  1579,  46.1,  90.7, 135.6, 184.6, 228.9, 273.8, 318.6, 365.8,
  1722,  46.1,  82.4, 122.9, 175.6, 229.7, 274.5, 320.2, 364.9,
  1878,  46.1,  90.9, 131.7, 183.5, 229.6, 276.1, 319.6, 364.5,
  2048,  46.1,  90.7, 133.2, 182.1, 229.1, 273.8, 321.4, 365.8,
  2233,  45.9,  90.8, 134.7, 176.5, 229.9, 274.7, 319.6, 365.6,
  2435,  46.1,  90.8, 135.6, 174.5, 229.1, 274.5, 321.5, 367.1,
  2656,  46.1,  90.1, 135.6, 176.2, 225.2, 274.8, 320.4, 366.5,
  2896,  45.6,  90.7, 135.4, 179.0, 218.0, 272.8, 321.9, 366.6,
  3158,  46.2,  90.5, 135.4, 179.7, 221.4, 270.4, 319.1, 365.3,
  3444,  46.1,  82.1, 126.9, 171.4, 222.9, 264.3, 319.5, 368.4,
  3756,  46.1,  90.6, 135.1, 179.8, 225.0, 264.3, 313.5, 363.9,
  4096,  46.1,  90.5, 135.3, 180.4, 223.6, 267.1, 309.9, 344.8,
  4467,  45.6,  90.5, 135.2, 176.1, 223.8, 269.8, 308.8, 338.3,
  4871,  45.7,  82.2, 126.5, 171.2, 224.3, 269.7, 297.9, 334.9,
  5312,  45.2,  82.2, 126.6, 171.4, 225.5, 269.5, 305.1, 323.7,
  5793,  45.3,  90.6, 135.2, 171.3, 209.3, 268.2, 314.4, 320.0,
  6317,  44.5,  90.2, 135.2, 163.8, 208.8, 268.2, 310.5, 318.0,
  6889,  44.1,  82.1, 126.6, 171.1, 208.0, 254.1, 312.3, 313.1,
  7512,  43.6,  81.5, 125.9, 164.4, 208.3, 253.3, 298.9, 315.8,
  8192,  21.1,  64.4, 106.2, 158.7, 208.5, 253.0, 300.4, 334.4,
  8933,  12.2,  55.8,  60.0, 105.1, 208.2, 252.8, 298.1, 325.2,
  9742,   9.3,  55.0,  63.3,  93.4, 205.3, 253.3, 297.5, 321.4,
 10624,   9.3,  47.7,  21.8,  60.3, 152.9, 252.3, 297.8, 302.8,
 11585,   9.4,  14.1,  16.0,  19.5, 131.6, 243.6, 297.5, 302.3,
 12634,   9.3,  13.9,  13.5,  15.2, 113.6, 196.1, 292.7, 319.2,
 13777,   9.3,  13.9,  13.3,  13.4,  70.2, 182.8, 248.7, 319.7,
